quarter,Python,SQL,React,Power BI,Excel,Java,C++,Oracle,JavaScript,AWS,Tableau,C#,Jira,HTML,Windows,Visual Basic,Unix,SQL Server,Docker,C,CSS,COBOL,XML,PostgreSQL,Node.js,Jenkins,TypeScript,Kubernetes,PHP,Linux,Azure,ASP.NET,ASP,LLMs,Terraform,Db2,Angular,MySQL,jQuery,Windows NT,Git,Perl,Snowflake,Spring Boot,Figma,pandas,R,Active Directory,MongoDB,GitHub,S3,GCP,Salesforce,Kafka,JSP,MS Access,PowerBuilder,Azure DevOps,GitHub Actions,.NET,Solaris,Databricks,PL/SQL,Next.js,Crystal Reports,SharePoint,AJAX,Selenium,PyTorch,SAP,Bootstrap,J2EE,Postman,ServiceNow,NumPy,Flask,MATLAB,EC2,Splunk,Confluence,Django,TCP/IP,scikit-learn,IIS,Ansible,TensorFlow,JSON,VMware,Novell,Spark,PowerShell,GraphQL,Airflow,Vue.js,Go,SSIS,Flash,SSRS,Delphi,Hadoop
2002Q2,0.5372,2.5067,0.0358,0.0179,1.6473,3.1334,2.2023,2.4709,2.4172,0.1791,0.0716,1.9158,0.0895,2.3098,1.5756,1.9875,1.2892,2.4351,0.0179,1.1459,1.0922,0.6983,1.4861,0.2328,0.0537,0.0358,0.0358,0.0179,1.2175,1.5219,0.0537,1.3787,1.3787,0.0000,0.0000,0.6088,0.0358,1.0027,0.1970,0.2686,0.0716,1.2892,0.0179,0.0179,0.0000,0.0179,0.0000,1.0385,0.0179,0.0895,0.0179,0.0358,0.0537,0.0000,0.5372,0.7878,0.1432,0.0000,0.0000,0.6983,0.6446,0.0000,0.6267,0.0000,0.8057,0.1970,0.2507,0.0537,0.0000,0.4118,0.0179,0.5551,0.0179,0.0358,0.0000,0.0000,0.2507,0.0000,0.0000,0.0179,0.0000,0.3581,0.0000,0.4297,0.0000,0.0000,0.0716,0.3760,0.0716,0.0000,0.1074,0.0179,0.0000,0.0179,0.0179,0.2328,0.3760,0.0179,0.3402,0.0537
2002Q3,0.4732,2.1732,0.0175,0.0000,1.6299,2.9443,2.0505,2.3659,2.2257,0.1753,0.0701,1.9628,0.0701,2.0329,1.4196,1.8752,1.1917,2.4360,0.0175,0.8587,1.0165,0.6660,1.3495,0.2278,0.0351,0.0175,0.0351,0.0175,0.9814,1.4371,0.0526,1.5072,1.2268,0.0000,0.0000,0.6309,0.0175,0.8938,0.1052,0.1928,0.0351,1.1917,0.0175,0.0175,0.0000,0.0000,0.0000,0.9814,0.0175,0.0876,0.0000,0.0351,0.0876,0.0000,0.6484,0.8412,0.1227,0.0000,0.0000,0.7361,0.6484,0.0000,0.6660,0.0000,0.6835,0.2629,0.2629,0.0351,0.0000,0.4206,0.0000,0.6134,0.0175,0.0175,0.0000,0.0000,0.2979,0.0000,0.0000,0.0175,0.0000,0.3330,0.0000,0.4206,0.0000,0.0000,0.0526,0.3856,0.0876,0.0000,0.0701,0.0175,0.0000,0.0175,0.0175,0.1753,0.3856,0.0351,0.3505,0.0175
2002Q4,0.4093,2.2510,0.0171,0.0000,1.5518,3.0014,2.1146,2.4727,2.2169,0.1194,0.0682,1.8247,0.0682,1.9441,1.6030,1.6883,1.2449,2.3874,0.0341,0.8356,0.9720,0.6651,1.3472,0.2729,0.0512,0.0171,0.0512,0.0171,0.9550,1.4495,0.0341,1.3472,1.2278,0.0000,0.0171,0.5969,0.0171,0.9209,0.0853,0.1876,0.0341,1.1937,0.0000,0.0000,0.0000,0.0000,0.0171,1.0061,0.0341,0.0512,0.0000,0.0171,0.1023,0.0000,0.6139,0.9550,0.1535,0.0000,0.0000,0.7162,0.5798,0.0000,0.6992,0.0000,0.7162,0.2899,0.2217,0.0341,0.0000,0.4434,0.0000,0.6480,0.0171,0.0000,0.0000,0.0000,0.2899,0.0171,0.0000,0.0000,0.0000,0.3070,0.0000,0.3922,0.0000,0.0000,0.0682,0.3581,0.1194,0.0171,0.0512,0.0171,0.0000,0.0171,0.0000,0.1364,0.3581,0.0512,0.3581,0.0171
2003Q1,0.5297,2.2311,0.0000,0.0000,1.6051,2.8250,1.9262,2.6645,1.9101,0.1926,0.0803,1.8299,0.0803,1.6854,1.4767,1.3965,1.1717,2.4238,0.0642,0.7544,0.9149,0.6421,1.4286,0.2568,0.0321,0.0803,0.0321,0.0161,1.0273,1.4928,0.0482,1.4767,1.0273,0.0000,0.0161,0.6421,0.0321,0.9952,0.0803,0.1766,0.0482,0.9631,0.0000,0.0000,0.0000,0.0000,0.0161,0.9470,0.0161,0.0161,0.0321,0.0000,0.1284,0.0000,0.5457,0.7865,0.1445,0.0161,0.0000,0.8989,0.5778,0.0000,0.7544,0.0000,0.7384,0.2729,0.2087,0.0161,0.0000,0.5618,0.0000,0.6902,0.0000,0.0000,0.0000,0.0000,0.2568,0.0321,0.0000,0.0161,0.0161,0.3852,0.0000,0.4173,0.0000,0.0000,0.0803,0.3210,0.1445,0.0482,0.0482,0.0000,0.0000,0.0000,0.0000,0.1124,0.4013,0.0963,0.2087,0.0321
2003Q2,0.4437,2.2976,0.0000,0.0000,1.5053,2.9155,1.9331,2.4719,1.9807,0.1426,0.0634,1.8222,0.1109,1.6796,1.3944,1.3627,1.1092,2.4085,0.0634,0.9349,0.9983,0.6021,1.5845,0.2694,0.0158,0.0634,0.0158,0.0317,0.9983,1.4736,0.0317,1.5687,0.9666,0.0000,0.0158,0.6972,0.0317,1.0775,0.1426,0.1426,0.0475,0.9032,0.0000,0.0000,0.0000,0.0000,0.0317,0.8556,0.0158,0.0000,0.0317,0.0000,0.0951,0.0000,0.5863,0.7130,0.1585,0.0158,0.0000,0.8873,0.5071,0.0000,0.6814,0.0000,0.7447,0.3011,0.2218,0.0158,0.0000,0.6338,0.0000,0.6180,0.0000,0.0000,0.0000,0.0000,0.2852,0.0317,0.0000,0.0158,0.0158,0.3486,0.0000,0.4754,0.0000,0.0000,0.0634,0.2694,0.1426,0.0475,0.0475,0.0000,0.0000,0.0158,0.0000,0.0951,0.3644,0.1585,0.1743,0.0317
2003Q3,0.4342,2.1712,0.0000,0.0000,1.4268,2.7295,1.8610,2.3418,1.9541,0.1396,0.0465,1.7525,0.1086,1.7990,1.4733,1.2407,1.0546,2.3728,0.0620,0.8995,0.9926,0.4963,1.7680,0.2481,0.0310,0.0620,0.0310,0.0310,1.2872,1.5199,0.0310,1.5199,0.8220,0.0000,0.0155,0.6203,0.0775,1.2407,0.2171,0.1861,0.0465,0.8220,0.0000,0.0000,0.0000,0.0000,0.0310,0.8065,0.0155,0.0000,0.0310,0.0000,0.0775,0.0000,0.5118,0.6979,0.1396,0.0155,0.0000,0.9460,0.4342,0.0000,0.5738,0.0000,0.6514,0.2947,0.2171,0.0155,0.0000,0.7134,0.0000,0.5428,0.0000,0.0000,0.0000,0.0000,0.3412,0.0310,0.0000,0.0155,0.0155,0.3567,0.0000,0.4498,0.0000,0.0000,0.0620,0.2326,0.1396,0.0465,0.0465,0.0000,0.0000,0.0155,0.0000,0.1396,0.3257,0.1861,0.1551,0.0310
2003Q4,0.5027,1.9805,0.0152,0.0152,1.4016,2.7575,1.9348,2.2547,1.9348,0.1523,0.0457,1.9957,0.0762,1.9196,1.3254,1.2340,1.0512,2.4528,0.0305,1.0360,1.0360,0.4266,1.8129,0.2133,0.0152,0.0762,0.0305,0.0152,1.2188,1.5539,0.0305,1.5692,0.7008,0.0000,0.0000,0.5941,0.1066,1.2949,0.2590,0.1676,0.0457,0.8379,0.0000,0.0000,0.0000,0.0000,0.0305,0.7617,0.0000,0.0000,0.0305,0.0000,0.0609,0.0000,0.6246,0.6094,0.1219,0.0152,0.0152,0.9750,0.4723,0.0000,0.4875,0.0000,0.5941,0.3047,0.2285,0.0152,0.0000,0.7008,0.0152,0.5180,0.0000,0.0305,0.0000,0.0000,0.4113,0.0152,0.0000,0.0152,0.0305,0.3352,0.0000,0.4266,0.0000,0.0000,0.0609,0.1980,0.1066,0.0305,0.0609,0.0000,0.0000,0.0152,0.0152,0.1066,0.3809,0.1523,0.1371,0.0305
2004Q1,0.4424,1.9980,0.0285,0.0428,1.3130,2.6688,1.9409,2.0979,1.9695,0.1284,0.0428,2.0265,0.1142,2.0265,1.3415,1.1132,0.9990,2.1264,0.0143,1.0275,0.9705,0.3996,1.5984,0.2141,0.0571,0.0285,0.0285,0.0143,1.3272,1.5270,0.0428,1.4700,0.5709,0.0000,0.0143,0.6422,0.1284,1.3272,0.3425,0.1713,0.0999,0.8420,0.0143,0.0143,0.0000,0.0143,0.0714,0.8277,0.0143,0.0285,0.0000,0.0285,0.0428,0.0000,0.6993,0.6137,0.1284,0.0143,0.0143,0.8991,0.3568,0.0000,0.4424,0.0000,0.5566,0.4424,0.3853,0.0143,0.0143,0.7707,0.0428,0.5566,0.0000,0.0428,0.0143,0.0000,0.3568,0.0000,0.0000,0.0000,0.0143,0.3568,0.0143,0.4852,0.0000,0.0143,0.0571,0.2569,0.0428,0.0000,0.0714,0.0000,0.0000,0.0428,0.0143,0.0856,0.2854,0.1284,0.2141,0.0143
2004Q2,0.4607,1.9086,0.0658,0.0395,1.5138,2.3825,2.0008,1.8560,1.8165,0.1185,0.0395,1.9481,0.0921,1.9876,1.3690,1.0136,0.9346,2.2904,0.0132,0.8688,0.9214,0.3028,1.3953,0.1974,0.0658,0.0395,0.0263,0.0000,1.3690,1.4611,0.0921,1.4611,0.6187,0.0000,0.0132,0.5660,0.1185,1.3426,0.3686,0.1843,0.0921,0.8819,0.0132,0.0132,0.0000,0.0395,0.0527,1.0530,0.0132,0.0263,0.0000,0.0263,0.0527,0.0000,0.6318,0.6187,0.1053,0.0263,0.0132,0.9741,0.3554,0.0000,0.4212,0.0000,0.5002,0.4081,0.4212,0.0395,0.0132,0.8029,0.0395,0.6187,0.0000,0.0527,0.0395,0.0000,0.3422,0.0000,0.0132,0.0000,0.0132,0.2764,0.0132,0.5134,0.0000,0.0132,0.0921,0.2764,0.0263,0.0000,0.0527,0.0000,0.0000,0.0395,0.0132,0.1053,0.3159,0.0921,0.1711,0.0263
2004Q3,0.4709,2.0942,0.0743,0.0372,1.5985,2.6642,2.1190,1.8340,1.8216,0.1363,0.0620,1.8959,0.1239,2.0446,1.4870,0.8922,0.9294,2.3048,0.0124,0.8302,0.9542,0.3222,1.2639,0.1983,0.0620,0.0372,0.0124,0.0000,1.1524,1.4994,0.0991,1.4622,0.6939,0.0000,0.0124,0.5452,0.0867,1.3631,0.2974,0.1487,0.0991,0.7931,0.0124,0.0124,0.0000,0.0496,0.0991,1.1276,0.0248,0.0248,0.0000,0.0248,0.0496,0.0000,0.6691,0.5700,0.0991,0.0248,0.0124,0.9294,0.3965,0.0000,0.4833,0.0000,0.5948,0.4585,0.4337,0.0372,0.0124,0.6691,0.0620,0.6691,0.0000,0.0496,0.0496,0.0000,0.3098,0.0000,0.0124,0.0000,0.0248,0.2478,0.0124,0.4461,0.0000,0.0124,0.1115,0.3346,0.0372,0.0000,0.0372,0.0000,0.0000,0.0372,0.0248,0.1115,0.3594,0.0867,0.1735,0.0496
2004Q4,0.4508,2.2067,0.0593,0.0237,1.5660,2.6338,2.0999,1.8863,1.8626,0.1424,0.0712,1.9575,0.1305,1.9219,1.4830,0.8423,0.9016,2.3016,0.0119,0.7000,0.9254,0.3441,1.1745,0.2491,0.0593,0.0356,0.0000,0.0119,1.2932,1.4118,0.1186,1.5186,0.7000,0.0000,0.0237,0.5339,0.0593,1.3762,0.3441,0.1424,0.1186,0.6762,0.0237,0.0356,0.0000,0.0475,0.1068,1.1152,0.0593,0.0237,0.0119,0.0356,0.0593,0.0119,0.5813,0.5339,0.0949,0.0237,0.0000,0.9254,0.3441,0.0000,0.5813,0.0000,0.6051,0.4746,0.4627,0.0475,0.0119,0.6406,0.0593,0.7356,0.0119,0.0593,0.0475,0.0000,0.2729,0.0119,0.0119,0.0000,0.0119,0.2610,0.0119,0.4271,0.0000,0.0119,0.0949,0.3441,0.0475,0.0000,0.0237,0.0000,0.0000,0.0356,0.0119,0.1305,0.3796,0.1661,0.1780,0.0475
2005Q1,0.4168,2.4238,0.0877,0.0219,1.5245,2.6322,1.8973,1.8644,1.9412,0.0987,0.0877,2.2154,0.1316,1.9631,1.6012,0.8116,0.8555,2.3909,0.0110,0.6690,1.0638,0.3948,1.4038,0.2303,0.0548,0.0548,0.0000,0.0110,1.2174,1.5464,0.1097,1.7109,0.7348,0.0000,0.0110,0.5484,0.0548,1.2722,0.3400,0.1316,0.0658,0.7019,0.0110,0.0219,0.0000,0.0439,0.1316,1.2283,0.0768,0.0219,0.0110,0.0110,0.0439,0.0110,0.5922,0.4935,0.0768,0.0219,0.0000,0.9761,0.4277,0.0000,0.6251,0.0110,0.5593,0.4606,0.4387,0.0548,0.0000,0.6690,0.0329,0.6690,0.0110,0.0439,0.0439,0.0000,0.2852,0.0110,0.0329,0.0110,0.0110,0.2193,0.0110,0.3400,0.0000,0.0000,0.1755,0.3839,0.0658,0.0000,0.0329,0.0110,0.0000,0.0219,0.0110,0.1755,0.3729,0.2193,0.1316,0.0877
2005Q2,0.4693,2.5550,0.0730,0.0313,1.5226,2.7949,1.8250,1.9502,2.0962,0.1043,0.0834,2.2109,0.1564,1.9919,1.6269,0.7926,0.7613,2.2839,0.0104,0.6883,1.1159,0.4484,1.5121,0.2503,0.0521,0.0521,0.0000,0.0209,1.1680,1.5121,0.0834,1.7416,0.6883,0.0000,0.0209,0.5423,0.0521,1.2097,0.2920,0.0939,0.0730,0.6883,0.0209,0.0313,0.0000,0.0417,0.1356,1.1680,0.0939,0.0313,0.0104,0.0104,0.0626,0.0104,0.6466,0.5214,0.0626,0.0209,0.0000,0.9177,0.4276,0.0000,0.6674,0.0104,0.6883,0.4380,0.4067,0.0417,0.0000,0.6153,0.0521,0.6257,0.0104,0.0417,0.0313,0.0000,0.3024,0.0104,0.0417,0.0104,0.0104,0.2711,0.0104,0.2607,0.0104,0.0209,0.1460,0.3233,0.0834,0.0000,0.0313,0.0104,0.0000,0.0104,0.0104,0.2086,0.4276,0.2190,0.1147,0.0730
2005Q3,0.5362,2.5022,0.0596,0.0298,1.5788,2.7405,1.8568,1.9958,2.0058,0.0794,0.0695,2.3732,0.1589,1.9065,1.5192,0.7447,0.7745,2.2441,0.0099,0.6851,1.1816,0.4369,1.4298,0.2582,0.0397,0.0596,0.0000,0.0199,1.2610,1.3901,0.0993,1.7575,0.6256,0.0000,0.0199,0.5561,0.0496,1.1121,0.3575,0.0794,0.0695,0.6851,0.0199,0.0397,0.0000,0.0298,0.0993,1.1915,0.0794,0.0298,0.0099,0.0099,0.1092,0.0099,0.5858,0.5461,0.1192,0.0199,0.0000,0.9135,0.3575,0.0000,0.7050,0.0099,0.6951,0.3773,0.5163,0.0397,0.0000,0.6553,0.0298,0.5163,0.0099,0.0397,0.0199,0.0000,0.2880,0.0099,0.0496,0.0199,0.0099,0.2383,0.0099,0.3475,0.0099,0.0199,0.1291,0.2979,0.0894,0.0000,0.0298,0.0099,0.0099,0.0099,0.0000,0.1887,0.4270,0.2284,0.0993,0.0596
2005Q4,0.5096,2.3940,0.0769,0.0288,1.7306,2.7017,1.9133,1.8940,2.0383,0.0769,0.0673,2.2786,0.1731,1.9229,1.5575,0.6826,0.7307,2.1536,0.0096,0.7692,1.2210,0.4615,1.5575,0.2307,0.0577,0.0577,0.0000,0.0192,1.2403,1.4806,0.0865,1.7306,0.6442,0.0096,0.0096,0.6538,0.0865,1.0960,0.3557,0.0673,0.0577,0.7788,0.0096,0.0288,0.0000,0.0288,0.0769,1.1826,0.0673,0.0288,0.0096,0.0000,0.1250,0.0000,0.5865,0.5288,0.1058,0.0192,0.0000,1.0287,0.3653,0.0000,0.7307,0.0096,0.6826,0.3846,0.5480,0.0385,0.0000,0.7115,0.0192,0.4423,0.0000,0.0288,0.0192,0.0096,0.2980,0.0096,0.0481,0.0288,0.0192,0.2307,0.0096,0.3653,0.0096,0.0192,0.1442,0.3846,0.0865,0.0000,0.0673,0.0096,0.0096,0.0096,0.0000,0.1827,0.3653,0.1923,0.0961,0.0673
2006Q1,0.5858,2.3245,0.0465,0.0279,1.7852,2.7243,1.9247,1.8968,2.1106,0.1302,0.0465,2.3896,0.2232,1.9061,1.5528,0.6230,0.6881,2.0828,0.0093,0.7345,1.3017,0.3719,1.3854,0.2139,0.0651,0.0744,0.0000,0.0279,1.4784,1.3668,0.0930,1.5993,0.6323,0.0093,0.0093,0.5951,0.1023,1.3296,0.3905,0.0279,0.0651,0.7345,0.0093,0.0279,0.0000,0.0279,0.0279,1.1623,0.0372,0.0186,0.0186,0.0093,0.1488,0.0000,0.5579,0.4742,0.0837,0.0093,0.0000,1.0042,0.3161,0.0000,0.7252,0.0093,0.7624,0.5858,0.6416,0.0651,0.0000,0.6974,0.0558,0.4742,0.0000,0.0279,0.0186,0.0093,0.3068,0.0186,0.0279,0.0372,0.0465,0.1953,0.0000,0.4091,0.0186,0.0186,0.1023,0.3719,0.0744,0.0000,0.0651,0.0000,0.0093,0.0186,0.0000,0.2975,0.4556,0.1860,0.0744,0.0279
2006Q2,0.5827,2.2868,0.0441,0.0353,1.6158,2.6576,1.8718,2.0572,2.0925,0.1854,0.0530,2.6311,0.2560,1.9336,1.5010,0.5562,0.6799,2.0307,0.0265,0.6799,1.3685,0.3267,1.4215,0.2384,0.0618,0.0795,0.0088,0.0265,1.6422,1.3244,0.0971,1.5804,0.5209,0.0088,0.0265,0.6004,0.1060,1.4568,0.4503,0.0353,0.0795,0.8299,0.0088,0.0177,0.0000,0.0088,0.0530,1.1743,0.0353,0.0088,0.0265,0.0177,0.1678,0.0000,0.5562,0.4061,0.0883,0.0177,0.0000,0.9712,0.2560,0.0000,0.7328,0.0177,0.7152,0.6357,0.7770,0.0883,0.0000,0.7063,0.0618,0.4591,0.0000,0.0441,0.0088,0.0088,0.3532,0.0265,0.0088,0.0441,0.0530,0.2119,0.0000,0.4944,0.0177,0.0000,0.1324,0.4679,0.0530,0.0088,0.0795,0.0000,0.0088,0.0265,0.0000,0.2825,0.4503,0.2031,0.0883,0.0530
2006Q3,0.5948,2.4131,0.0510,0.0425,1.5464,2.7615,1.7843,2.0138,2.3027,0.2209,0.0680,2.6850,0.2804,2.0393,1.4955,0.5013,0.6458,1.9288,0.0340,0.7222,1.4105,0.3739,1.4445,0.2039,0.0765,0.0935,0.0085,0.0340,1.7334,1.5549,0.1020,1.5379,0.4843,0.0085,0.0340,0.6543,0.1360,1.5040,0.4503,0.0510,0.0935,0.9517,0.0170,0.0085,0.0085,0.0085,0.0510,1.1556,0.0510,0.0170,0.0255,0.0340,0.1105,0.0085,0.6373,0.4163,0.0510,0.0170,0.0000,0.9007,0.3229,0.0085,0.8242,0.0170,0.6543,0.6628,0.6882,0.1444,0.0000,0.7307,0.0765,0.5778,0.0170,0.0425,0.0085,0.0085,0.3314,0.0425,0.0085,0.0510,0.0425,0.2379,0.0000,0.4503,0.0340,0.0000,0.1444,0.5523,0.0255,0.0085,0.0935,0.0000,0.0000,0.0255,0.0000,0.2974,0.4163,0.2039,0.0935,0.0595
2006Q4,0.6503,2.4695,0.0412,0.0576,1.5147,2.8317,1.7204,2.0662,2.1897,0.2305,0.0823,2.8564,0.3046,1.9839,1.5229,0.4939,0.6915,1.9262,0.0412,0.7244,1.4076,0.3540,1.3336,0.1976,0.0576,0.0905,0.0082,0.0247,1.6711,1.6134,0.1152,1.5229,0.4363,0.0000,0.0412,0.6092,0.1235,1.5147,0.4692,0.0494,0.1070,0.8643,0.0165,0.0000,0.0082,0.0082,0.0659,1.1854,0.0494,0.0165,0.0165,0.0329,0.1152,0.0082,0.6585,0.4610,0.0494,0.0165,0.0000,0.8726,0.3540,0.0082,0.7656,0.0165,0.6668,0.6668,0.6915,0.1564,0.0000,0.7162,0.0905,0.5927,0.0165,0.0329,0.0082,0.0000,0.3128,0.0329,0.0082,0.0576,0.0329,0.2552,0.0000,0.3951,0.0494,0.0000,0.1482,0.5268,0.0494,0.0082,0.0823,0.0000,0.0000,0.0329,0.0000,0.2963,0.4527,0.1893,0.0905,0.0659
2007Q1,0.6751,2.4914,0.0884,0.0563,1.5511,2.8450,1.6636,2.1940,2.1056,0.2732,0.0884,2.8128,0.3536,1.9690,1.3502,0.4822,0.6751,1.9368,0.0643,0.6590,1.3743,0.3697,1.3823,0.2572,0.0884,0.0964,0.0161,0.0482,1.3823,1.5511,0.1366,1.5029,0.3456,0.0080,0.0563,0.5143,0.1447,1.3743,0.4822,0.0482,0.1045,0.8840,0.0161,0.0161,0.0161,0.0000,0.1045,1.2135,0.0643,0.0321,0.0321,0.0482,0.1205,0.0161,0.6349,0.4259,0.0723,0.0321,0.0000,0.8197,0.3375,0.0080,0.6751,0.0080,0.6590,0.6670,0.7635,0.1607,0.0000,0.6992,0.0643,0.6269,0.0321,0.0482,0.0000,0.0000,0.3054,0.0321,0.0161,0.0804,0.0402,0.2491,0.0080,0.3536,0.0643,0.0161,0.1366,0.5465,0.0563,0.0161,0.0723,0.0000,0.0000,0.0161,0.0161,0.2331,0.4259,0.1688,0.1045,0.0884
2007Q2,0.6931,2.4920,0.0779,0.0545,1.7756,2.8580,1.5575,2.1494,2.2195,0.2804,0.0857,2.6166,0.3972,1.9936,1.3784,0.5140,0.7242,1.8690,0.0467,0.6230,1.3784,0.3738,1.2927,0.2414,0.1012,0.1402,0.0078,0.0545,1.4095,1.6510,0.1558,1.4407,0.4205,0.0078,0.0312,0.5296,0.1558,1.3395,0.5607,0.0623,0.0935,0.7865,0.0156,0.0156,0.0156,0.0000,0.1012,1.2071,0.0467,0.0389,0.0234,0.0623,0.1012,0.0234,0.5529,0.4361,0.0701,0.0234,0.0000,0.8488,0.3660,0.0078,0.7009,0.0000,0.6386,0.7087,0.7865,0.1713,0.0078,0.7476,0.0389,0.5685,0.0389,0.0389,0.0000,0.0000,0.3115,0.0234,0.0312,0.1012,0.0312,0.2181,0.0078,0.3037,0.0701,0.0389,0.1324,0.5140,0.0545,0.0156,0.0935,0.0000,0.0000,0.0078,0.0156,0.2103,0.3816,0.1947,0.1012,0.0701
2007Q3,0.7522,2.4279,0.0819,0.0670,1.7874,2.6365,1.4895,2.1300,2.2120,0.2532,0.0745,2.6290,0.3873,1.8545,1.3331,0.5511,0.6926,1.9513,0.0447,0.6331,1.2661,0.3054,1.3182,0.2532,0.0968,0.1415,0.0074,0.0521,1.2810,1.5491,0.1341,1.3927,0.3798,0.0074,0.0298,0.5139,0.1415,1.3257,0.5586,0.0521,0.1341,0.7448,0.0149,0.0149,0.0074,0.0074,0.1192,1.2438,0.0521,0.0298,0.0223,0.0670,0.1192,0.0298,0.4543,0.3724,0.0745,0.0223,0.0000,0.9086,0.3054,0.0000,0.6256,0.0000,0.6033,0.7969,0.8341,0.1415,0.0074,0.7373,0.0223,0.4915,0.0223,0.0447,0.0074,0.0074,0.3649,0.0149,0.0223,0.0968,0.0521,0.2309,0.0074,0.3128,0.0596,0.0372,0.1341,0.5139,0.0670,0.0149,0.1266,0.0000,0.0000,0.0074,0.0149,0.2085,0.4096,0.1787,0.1117,0.0596
2007Q4,0.7509,2.4787,0.0729,0.0656,1.7059,2.5370,1.4070,2.2016,2.2964,0.2916,0.0656,2.5662,0.3791,1.8809,1.3633,0.5613,0.6634,2.0704,0.0365,0.6270,1.2977,0.3062,1.3560,0.2479,0.0948,0.1312,0.0073,0.0583,1.3851,1.5091,0.1312,1.4435,0.3354,0.0073,0.0219,0.5103,0.1239,1.3560,0.5541,0.0437,0.1312,0.8092,0.0219,0.0146,0.0073,0.0073,0.1458,1.2904,0.0365,0.0365,0.0219,0.0729,0.1385,0.0437,0.4010,0.3499,0.0656,0.0219,0.0000,0.8019,0.2770,0.0073,0.6342,0.0000,0.6051,0.8530,0.8602,0.1239,0.0073,0.7363,0.0292,0.4884,0.0219,0.0583,0.0073,0.0073,0.3572,0.0146,0.0365,0.0875,0.0583,0.2041,0.0073,0.3718,0.0437,0.0365,0.1385,0.5030,0.0365,0.0146,0.1094,0.0000,0.0000,0.0000,0.0146,0.3062,0.4010,0.2989,0.1166,0.0437
2008Q1,0.7940,2.4812,0.0425,0.0709,1.8361,2.3394,1.3257,1.7865,2.4883,0.2694,0.0709,2.6301,0.3332,2.0133,1.3895,0.5671,0.6168,1.9353,0.0284,0.6735,1.5100,0.2836,1.3895,0.2127,0.0709,0.1701,0.0000,0.0638,1.7368,1.5809,0.1347,1.4037,0.3332,0.0000,0.0142,0.5317,0.1418,1.4675,0.7018,0.0425,0.1560,0.8153,0.0213,0.0142,0.0000,0.0142,0.1205,1.1910,0.0354,0.0213,0.0142,0.0567,0.1772,0.0354,0.4112,0.3899,0.0638,0.0142,0.0000,0.8649,0.2552,0.0071,0.6877,0.0071,0.5600,0.8365,0.8153,0.1631,0.0071,0.8294,0.0780,0.3757,0.0071,0.0709,0.0071,0.0142,0.3403,0.0142,0.0709,0.0567,0.0425,0.1914,0.0000,0.3332,0.0425,0.0213,0.2056,0.5884,0.0213,0.0142,0.1631,0.0000,0.0000,0.0071,0.0071,0.3545,0.4254,0.3545,0.0992,0.0496
2008Q2,0.8684,2.4605,0.0551,0.0758,1.8540,2.3985,1.3991,1.6335,2.5019,0.2274,0.0965,2.8879,0.3033,2.0194,1.2889,0.5514,0.6341,1.9712,0.0414,0.7168,1.6059,0.2412,1.4405,0.2343,0.0758,0.1378,0.0138,0.0482,1.8333,1.5301,0.1172,1.4543,0.2757,0.0000,0.0138,0.5100,0.1516,1.5232,0.7306,0.0207,0.1723,0.8960,0.0207,0.0138,0.0000,0.0207,0.1447,1.1717,0.0482,0.0207,0.0345,0.0414,0.1792,0.0414,0.4687,0.3653,0.0758,0.0207,0.0000,0.8615,0.2274,0.0138,0.5927,0.0069,0.5238,0.8202,0.8133,0.1310,0.0000,0.7375,0.1103,0.3998,0.0069,0.0620,0.0207,0.0207,0.3446,0.0207,0.0689,0.0414,0.0551,0.1861,0.0000,0.3446,0.0276,0.0000,0.2274,0.6134,0.0138,0.0069,0.2137,0.0000,0.0000,0.0069,0.0138,0.4342,0.4342,0.3929,0.1034,0.0620
2008Q3,0.9089,2.4147,0.0610,0.0678,1.8178,2.4758,1.4651,1.5736,2.5300,0.2306,0.1153,2.7606,0.2781,2.1095,1.3634,0.5155,0.6376,1.8449,0.0407,0.6512,1.7093,0.2984,1.3701,0.2645,0.0950,0.1492,0.0475,0.0475,1.9128,1.5058,0.1221,1.4922,0.2577,0.0000,0.0136,0.5087,0.1492,1.5261,0.8343,0.0136,0.1492,0.8343,0.0136,0.0203,0.0000,0.0136,0.1221,1.1124,0.0339,0.0203,0.0475,0.0339,0.2238,0.0339,0.4952,0.3663,0.0610,0.0203,0.0000,0.8750,0.2984,0.0136,0.5358,0.0068,0.5223,0.8004,0.8343,0.1357,0.0000,0.7122,0.1289,0.3663,0.0136,0.0610,0.0136,0.0136,0.3188,0.0407,0.0882,0.0271,0.0475,0.1628,0.0000,0.3256,0.0271,0.0000,0.2713,0.6172,0.0203,0.0068,0.1831,0.0000,0.0000,0.0203,0.0271,0.4816,0.3731,0.4477,0.0814,0.0746
